code,type,name,priority_code,year
33 04 01,sub-program,მუზეუმების ხელშეწყობა,NA,2016
33 04 02,sub-program,კულტურული მემკვიდრეობის დაცვა,NA,2016
33 05,program,,NA,2016
33 05 01,sub-program,,NA,2016
33 05 02,sub-program,,NA,2016
34 00,spending agency,"საქართველოს ოკუპირებული ტერიტორიებიდან იძულებით  გადაადგილებულ პირთა, განსახლებისა და ლტოლვილთა სამინისტრო",NA,2016
34 01,program,იძულებით გადაადგილებულ პირთა და მიგრანტთა ხელშეწყობის მიზნით სახელმწიფო პოლიტიკის შემუშავება და პროგრამების მართვა,7,2016
34 02,program,განსახლების ადგილებში დევნილთა შენახვა და მათი საცხოვრებელი პირობების გაუმჯობესება,7,2016
34 03,program,დევნილთა საარსებო წყაროებით უზრუნველყოფა,7,2016
35 00,spending agency,"საქართველოს შრომის, ჯანმრთელობისა და სოციალური დაცვის სამინისტრო",NA,2016
35 01,program,"შრომის, ჯანმრთელობისა და სოციალური დაცვის პროგრამების მართვა",1,2016
35 01 01,sub-program,"შრომის, ჯანმრთელობისა და სოციალური დაცვის სფეროში პოლიტიკის შემუშავება და მართვა",NA,2016
35 01 02,sub-program,სამედიცინო საქმიანობის რეგულირების პროგრამა,NA,2016
35 01 03,sub-program,დაავადებათა კონტროლისა და ეპიდემიოლოგიური უსაფრთხოების პროგრამის მართვა,NA,2016
35 01 04,sub-program,სოციალური და ჯანმრთელობის დაცვის პროგრამების მართვა,NA,2016
35 01 05,sub-program,"სახელმწიფო ზრუნვის, ადამიანით ვაჭრობის (ტრეფიკინგის) მსხვერპლთა დაცვა და დახმარების პროგრამა",NA,2016
35 01 06,sub-program,სასწრაფო სამედიცინო დახმარების მართვის პროგრამა,NA,2016
35 01 07,sub-program,,NA,2016
35 01 08,sub-program,,NA,2016
35 01 12,sub-program,,NA,2016
35 02,program,მოსახლეობის სოციალური დაცვა,1,2016
35 02 01,sub-program,მოსახლეობის საპენსიო უზრუნველყოფა,NA,2016
35 02 02,sub-program,მოსახლეობის მიზნობრივი ჯგუფების სოციალური დახმარება,NA,2016
35 02 03,sub-program,სოციალური რეაბილიტაცია და ბავშვზე ზრუნვა,NA,2016
35 02 04,sub-program,სოციალური შეღავათები მაღალმთიან დასახლებაში,NA,2016
35 02 05,sub-program,,NA,2016
35 03,program,მოსახლეობის ჯანმრთელობის დაცვა,1,2016
35 03 01,sub-program,მოსახლეობის საყოველთაო ჯანმრთელობის დაცვა,NA,2016
35 03 02,sub-program,საზოგადოებრივი ჯანმრთელობის დაცვა,NA,2016
35 03 02 01,sub-sub-program,დაავადებათა ადრეული გამოვლენა და სკრინინგი,NA,2016
35 03 02 02,sub-sub-program,იმუნიზაცია,NA,2016
35 03 02 03,sub-sub-program,ეპიდზედამხედველობა,NA,2016
35 03 02 04,sub-sub-program,უსაფრთხო სისხლი,NA,2016
35 03 02 05,sub-sub-program,პროფესიულ დაავადებათა პრევენცია,NA,2016
35 03 02 06,sub-sub-program,ინფექციური დაავადებების მართვა,NA,2016
35 03 02 07,sub-sub-program,ტუბერკულოზის მართვა,NA,2016
35 03 02 08,sub-sub-program,აივ ინფექცია/შიდსის მართვა,NA,2016
35 03 02 09,sub-sub-program,დედათა და ბავშვთა ჯანმრთელობა,NA,2016
35 03 02 10,sub-sub-program,ნარკომანიით დაავადებულ პაციენტთა მკურნალობა,NA,2016
35 03 02 11,sub-sub-program,ჯანმრთელობის ხელშეწყობა,NA,2016
35 03 02 12,sub-sub-program,C ჰეპატიტის მართვა,NA,2016
35 03 03,sub-program,მოსახლეობისათვის სამედიცინო მომსახურების მიწოდება პრიორიტეტულ სფეროებში,NA,2016
35 03 03 01,sub-sub-program,ფსიქიკური ჯანმრთელობა,NA,2016
35 03 03 02,sub-sub-program,დიაბეტის მართვა,NA,2016
35 03 03 03,sub-sub-program,ბავშვთა ონკოჰემატოლოგიური მომსახურება,NA,2016
35 03 03 04,sub-sub-program,დიალიზი და თირკმლის ტრანსპლანტაცია,NA,2016
35 03 03 05,sub-sub-program,ინკურაბელურ პაციენტთა პალიატიური მზრუნველობა,NA,2016
35 03 03 06,sub-sub-program,იშვიათი დაავადებების მქონე და მუდმივ ჩანაცვლებით მკურნალობას დაქვემდებარებულ პაციენტთა მკურნალობა,NA,2016
35 03 03 06 02,sub-sub-sub-program,,NA,2016
35 03 03 07,sub-sub-program,სასწრაფო გადაუდებელი დახმარება და სამედიცინო ტრანსპორტირება,NA,2016
35 03 03 08,sub-sub-program,სოფლის ექიმი,NA,2016
35 03 03 09,sub-sub-program,რეფერალური მომსახურება,NA,2016
35 03 03 10,sub-sub-program,სამხედრო ძალებში გასაწვევ მოქალაქეთა სამედიცინო შემოწმება,NA,2016
35 03 03 11,sub-sub-program,,NA,2016
35 03 03 12,sub-sub-program,,NA,2016
35 03 03 13,sub-sub-program,,NA,2016
35 03 03 14,sub-sub-program,,NA,2016
35 03 03 15,sub-sub-program,,NA,2016
35 03 03 15 01,sub-sub-sub-program,,NA,2016
35 03 03 16,sub-sub-program,,NA,2016
35 03 03 17,sub-sub-program,,NA,2016
35 03 03 18,sub-sub-program,,NA,2016
35 03 03 19,sub-sub-program,,NA,2016
35 03 03 20,sub-sub-program,,NA,2016
35 03 03 21,sub-sub-program,,NA,2016
35 03 04,sub-program,დიპლომისშემდგომი სამედიცინო განათლება,NA,2016
35 03 04 01,sub-sub-program,,NA,2016
35 03 04 02,sub-sub-program,,NA,2016
35 03 04 03,sub-sub-program,,NA,2016
35 03 04 04,sub-sub-program,,NA,2016
35 03 04 05,sub-sub-program,,NA,2016
35 03 04 06,sub-sub-program,,NA,2016
35 03 04 07,sub-sub-program,,NA,2016
35 03 04 08,sub-sub-program,,NA,2016
35 03 04 09,sub-sub-program,,NA,2016
35 03 04 10,sub-sub-program,,NA,2016
35 03 05,sub-program,,NA,2016
35 03 06,sub-program,,NA,2016
35 03 07,sub-program,ტუბერკულოზთან ბრძოლის რეგიონალური პროგრამა (II ფაზა) (KfW),NA,2016
35 04,program,სამედიცინო დაწესებულებათა რეაბილიტაცია და აღჭურვა,1,2016
35 05,program,შრომისა და დასაქმების სისტემის რეფორმების პროგრამა,1,2016
35 05 01,sub-program,,NA,2016
35 06,program,,NA,2016
36 00,spending agency,საქართველოს ენერგეტიკის სამინისტრო,NA,2016
36 01,program,ენერგეტიკის სფეროში პოლიტიკის შემუშავება და მართვა,3,2016
36 01 01,sub-program,ენერგეტიკის სფეროში პოლიტიკის განხორციელება,NA,2016
36 01 01 01,sub-sub-program,,NA,2016
36 01 01 02,sub-sub-program,,NA,2016
36 01 01 03,sub-sub-program,,NA,2016
36 01 02,sub-program,მოსახლეობის ელექტროენერგიითა და ბუნებრივი აირით მომარაგების გაუმჯობესება,NA,2016
36 01 03,sub-program,ყაზბეგის მუნიციპალიტეტისა და დუშეთის მუნიციპალიტეტის მაღალმთიანი სოფლების მოსახლეობისათვის მიწოდებული ბუნებრივი აირის ღირებულების ანაზღაურების ღონისძიება,NA,2016
36 02,program,ენერგეტიკული ინფრასტრუქტურის მშენებლობა-რეაბილიტაცია,3,2016
36 02 01,sub-program,,NA,2016
36 02 02,sub-program,,NA,2016
36 02 03,sub-program,,NA,2016
36 02 03 01,sub-sub-program,,NA,2016
36 02 04,sub-program,,NA,2016
36 03,program,სასისტემო მნიშვნელობის ელექტროგადამცემი ქსელის განვითარება,3,2016
36 03 01,sub-program,,NA,2016
36 03 02,sub-program,,NA,2016
36 03 02 01,sub-sub-program,,NA,2016
36 03 02 02,sub-sub-program,,NA,2016
36 03 03,sub-program,,NA,2016
36 03 03 01,sub-sub-program,,NA,2016
36 03 03 02,sub-sub-program,,NA,2016
36 03 04,sub-program,,NA,2016
36 03 06,sub-program,,NA,2016
36 04,program,,NA,2016
36 04 01,sub-program,,NA,2016
36 04 02,sub-program,,NA,2016
36 04 03,sub-program,,NA,2016
36 04 04,sub-program,,NA,2016
36 06,program,,NA,2016
37 00,spending agency,საქართველოს სოფლის მეურნეობის სამინისტრო,NA,2016
37 01,program,სოფლის მეურნეობის განვითარების პროგრამა,10,2016
37 01 01,sub-program,სოფლის მეურნეობის განვითარების პოლიტიკის შემუშავება და მართვა,NA,2016
37 01 02,sub-program,სოფლის მეურნეობის განვითარების პროგრამის მართვა და ადმინისტრირება რეგიონებში,NA,2016
37 01 03,sub-program,სამელიორაციო სისტემების მოდერნიზაცია,NA,2016
37 01 04,sub-program,ქართული აგროსასურსათო პროდუქციის პოპულარიზაცია,NA,2016
37 01 05,sub-program,სასოფლო-სამეურნეო კოოპერატივების ხელშეწყობის ღონისძიებები,NA,2016
37 01 06,sub-program,სოფლის მეურნეობის პროექტების მართვა,NA,2016
37 01 07,sub-program,შეღავათიანი აგროკრედიტები,NA,2016
37 01 08,sub-program,მცირემიწიან ფერმერთა საგაზაფხულო სამუშაოების ხელშეწყობის ღონისძიებები,NA,2016
37 01 09,sub-program,სასოფლო-სამეურნეო ტექნიკის სესხისა და ლიზინგის ვალდებულებების დაფარვა,NA,2016
37 01 10,sub-program,აგროდაზღვევის უზრუნველყოფის ღონისძიებები,NA,2016
37 01 11,sub-program,მანდარინის (არასტანდარტული) მოსავლის რეალიზაციის ხელშეწყობის ღონისძიებები,NA,2016
37 01 12,sub-program,დანერგე მომავალი,NA,2016
37 01 13,sub-program,ქართული ჩაი,NA,2016
37 01 14,sub-program,აგროსექტორის ხელშეწყობა/განვითარება,NA,2016
37 01 15,sub-program,ყურძნის შესყიდვა-გადამუშავების ხელშეწყობის ღონისძიებები,NA,2016
37 01 16,sub-program,,NA,2016
37 01 17,sub-program,,NA,2016
37 01 19,sub-program,,NA,2016
37 01 20,sub-program,,NA,2016
37 02,program,"სურსათის უვნებლობა, მცენარეთა დაცვა და ეპიზოოტიური კეთილსაიმედოობა",10,2016
37 03,program,მევენახეობა-მეღვინეობის განვითარება,10,2016
37 04,program,სოფლის მეურნეობის დარგში სამეცნიერო კვლევითი ღონისძიებების განხორციელება,10,2016
37 05,program,,NA,2016
37 05 01,sub-program,,NA,2016
37 05 02,sub-program,,NA,2016
37 05 03,sub-program,,NA,2016
37 05 04,sub-program,,NA,2016
37 05 05,sub-program,,NA,2016
37 05 07,sub-program,,NA,2016
37 06,program,,NA,2016
37 07,program,,NA,2016
37 07 01,sub-program,,NA,2016
37 07 02,sub-program,,NA,2016
37 07 03,sub-program,,NA,2016
37 07 04,sub-program,,NA,2016
38 00,spending agency,საქართველოს გარემოსა და ბუნებრივი რესურსების დაცვის სამინისტრო,NA,2016
38 01,program,"გარემოს დაცვის სფეროში პოლიტიკის შემუშავება, რეგულირება და მართვა",12,2016
38 02,program,გარემოსდაცვითი ზედამხედველობა,12,2016
38 03,program,დაცული ტერიტორიების სისტემის ჩამოყალიბება და მართვა,12,2016
38 04,program,სატყეო სისტემის ჩამოყალიბება და მართვა,12,2016
38 05,program,ეროვნული სანაშენე მეურნეობის სისტემის ჩამოყალიბება და მართვა,12,2016
38 06,program,გარემოსდაცვითი ინფორმაციის ხელმისაწვდომობისა და გარემოსდაცვითი განათლების ხელშეწყობის პროგრამა,12,2016
38 07,program,ბირთვული და რადიაციული უსაფრთხოების დაცვა,12,2016
38 08,program,"გარემოს დაცვის სფეროში მონიტორინგი, პროგნოზირება, პრევენცია და ბუნებრივი რესურსების მართვა",12,2016
39 00,spending agency,საქართველოს სპორტისა და ახალგაზრდობის საქმეთა სამინისტრო,NA,2016
39 01,program,სპორტისა და ახალგაზრდობის საქმეთა სფეროებში სახელმწიფო პოლიტიკის შემუშავება და მართვა,8,2016
39 02,program,სპორტის განვითარების ხელშეწყობის ღონისძიებები,8,2016
39 03,program,სპორტის სფეროში დამსახურებულ მოღვაწეთა სოციალური დაცვის ღონისძიებები,8,2016
39 04,program,ახალგაზრდობის სფეროში სახელმწიფო ხელშეწყობის ღონისძიებები,8,2016
40 00,spending agency,საქართველოს სახელმწიფო დაცვის სპეციალური სამსახური,NA,2016
40 01,program,დასაცავ პირთა და ობიექტთა უსაფრთხოების უზრუნველყოფა,2,2016
40 02,program,სახელმწიფო ობიექტების მოვლა-შენახვა,5,2016
41 00,spending agency,საქართველოს სახალხო დამცველის აპარატი,NA,2016
41 01,program,საქართველოს სახალხო დამცველის აპარატის ფუნქციონირების გაძლიერების ღონისძიებები (საქართველოს სახალხო დამცველის აპარატი,6,2016
42 00,spending agency,სსიპ – საზოგადოებრივი მაუწყებელი,NA,2016
42 01,program,მაუწყებლობის ხელშეწყობა,8,2016
43 00,spending agency,სსიპ – კონკურენციის სააგენტო,5,2016
43 01,program,,NA,2016
43 02,program,,NA,2016
44 00,spending agency,ყოფილი სამხრეთ ოსეთის ავტონომიური ოლქის ტერიტორიაზე დროებითი ადმინისტრაციულ-ტერიტორიული ერთეულის ადმინისტრაცია - სამხრეთ ოსეთის ადმინისტრაცია,6,2016
45 00,spending agency,საქართველოს საპატრიარქო,NA,2016
45 01,program,სასულიერო განათლების ხელშეწყობის გრანტი,8,2016
45 02,program,ა(ა)იპ საქართველოს საპატრიარქოს წმიდა სვიმონ კანანელის სახელობის სასულიერო სწავლების ცენტრი,8,2016
45 03,program,ა(ა)იპ – ბათუმისა და ლაზეთის ეპარქიის საგანმანათლებლო ცენტრისათვის გადასაცემი გრანტი,8,2016
45 04,program,"საქართველოს საპატრიარქოს წმიდა ნინოს სახელობის ობოლ, უპატრონო და მზრუნველობამოკლებულ ბავშვთა პანსიონატისათვის გადასაცემი გრანტი",8,2016
45 05,program,საქართველოს საპატრიარქოს ბათუმის წმინდა მოწამე ეკატერინეს სახელობის სათნოების სავანისათვის გადასაცემი გრანტი,8,2016
45 06,program,საქართველოს საპატრიარქოს წმინდა ანდრია პირველწოდებულის სახელობის სასულიერო სწავლების ცენტრისათვის გადასაცემი გრანტი,8,2016
45 07,program,წმინდა გიორგი მთაწმინდელის მონასტერთან არსებული სარეაბილიტაციო ცენტრისათვის გადასაცემი გრანტი,8,2016
45 08,program,საქართველოს საპატრიარქოს წმინდა ანდრია პირველწოდებულის სახელობის ქართული უნივერსიტეტისათვის გადასაცემი გრანტი,8,2016
45 09,program,საქართველოს საპატრიარქოს ა(ა)იპ – ტბელ აბუსერისძის სახელობის უნივერსიტეტისათვის გადასაცემი გრანტი,8,2016
45 10,program,ა(ა)იპ – სმენადაქვეითებულ ბავშვთა რეაბილიტაციის და ადაპტაციის ცენტრისათვის გადასაცემი გრანტი,8,2016
45 11,program,საქართველოს საპატრიარქოს ტელევიზიის სუბსიდირების ღონისძიებები,8,2016
45 12,program,ა(ა)იპ – ახალქალაქისა და კუმურდოს ეპარქიის სასწავლო ცენტრისთვის გადასაცემი გრანტი,8,2016
45 13,program,ა(ა)იპ ფოთის საგანმანათლებლო და კულტურულ-გამაჯანსაღებელი ცენტრი,8,2016
46 00,spending agency,სსიპ – ლევან სამხარაულის სახელობის სასამართლო ექსპერტიზის ეროვნული ბიურო,11,2016
47 00,spending agency,სსიპ – საქართველოს სტატისტიკის ეროვნული სამსახური – საქსტატი,NA,2016
47 01,program,სტატისტიკური სამუშაოების დაგეგმვა და მართვა,5,2016
47 02,program,სტატისტიკური სამუშაოების სახელმწიფო პროგრამა,5,2016
47 03,program,მოსახლეობისა და საცხოვრისების საყოველთაო აღწერა,5,2016
47 04,program,,NA,2016
47 05,program,,NA,2016
48 00,spending agency,სსიპ - საქართველოს დაზღვევის სახელმწიფო ზედამხედველობის სამსახური,6,2016
49 00,spending agency,სსიპ - საქართველოს ეროვნული საინვესტიციო სააგენტო,5,2016
49 01,program,,NA,2016
49 02,program,,NA,2016
49 03,program,,NA,2016
49 04,program,,NA,2016
49 04 01,sub-program,,NA,2016
49 04 01 01,sub-sub-program,,NA,2016
49 04 01 02,sub-sub-program,,NA,2016
49 04 02,sub-program,,NA,2016
49 05,program,,NA,2016
49 06,program,,NA,2016
49 07,program,,NA,2016
49 08,program,,NA,2016
49 09,program,,NA,2016
49 10,program,,NA,2016
49 12,program,,NA,2016
49 13,program,,NA,2016
49 13 01,sub-program,,NA,2016
49 13 02,sub-program,,NA,2016
49 13 03,sub-program,,NA,2016
49 13 04,sub-program,,NA,2016
49 13 05,sub-program,,NA,2016
49 13 06,sub-program,,NA,2016
49 13 07,sub-program,,NA,2016
49 13 08,sub-program,,NA,2016
49 13 09,sub-program,,NA,2016
49 14,program,,NA,2016
49 14 01,sub-program,,NA,2016
49 14 02,sub-program,,NA,2016
49 14 03,sub-program,,NA,2016
49 14 04,sub-program,,NA,2016
49 14 05,sub-program,,NA,2016
49 14 06,sub-program,,NA,2016
49 14 08,sub-program,,NA,2016
49 14 09,sub-program,,NA,2016
49 14 12,sub-program,,NA,2016
49 14 13,sub-program,,NA,2016
50 00,spending agency,სსიპ - საჯარო სამსახურის ბიურო,6,2016
51 00,spending agency,პერსონალურ მონაცემთა დაცვის ინსპექტორის აპარატი,6,2016
51 01,program,,NA,2016
51 02,program,,NA,2016
51 03,program,,NA,2016
51 04,program,,NA,2016
51 04 01,sub-program,,NA,2016
51 04 01 01,sub-sub-program,,NA,2016
51 04 01 02,sub-sub-program,,NA,2016
51 04 02,sub-program,,NA,2016
51 05,program,,NA,2016
51 06,program,,NA,2016
51 07,program,,NA,2016
51 08,program,,NA,2016
51 09,program,,NA,2016
51 10,program,,NA,2016
51 11,program,,NA,2016
51 11 01,sub-program,,NA,2016
51 11 02,sub-program,,NA,2016
51 11 03,sub-program,,NA,2016
51 11 04,sub-program,,NA,2016
51 11 05,sub-program,,NA,2016
51 11 06,sub-program,,NA,2016
51 11 07,sub-program,,NA,2016
51 11 08,sub-program,,NA,2016
51 11 09,sub-program,,NA,2016
51 11 10,sub-program,,NA,2016
51 11 11,sub-program,,NA,2016
52 00,spending agency,საქართველოს სავაჭრო-სამრეწველო პალატა,5,2016
53 00,spending agency,სსიპ - იურიდიული დახმარების სამსახური,6,2016
53 01,program,,NA,2016
53 02,program,,NA,2016
53 03,program,,NA,2016
53 04,program,,NA,2016
53 04 01,sub-program,,NA,2016
53 04 01 01,sub-sub-program,,NA,2016
53 04 01 02,sub-sub-program,,NA,2016
53 04 02,sub-program,,NA,2016
53 05,program,,NA,2016
53 06,program,,NA,2016
53 07,program,,NA,2016
53 08,program,,NA,2016
53 09,program,,NA,2016
53 10,program,,NA,2016
53 11,program,,NA,2016
53 11 01,sub-program,,NA,2016
53 11 02,sub-program,,NA,2016
53 11 03,sub-program,,NA,2016
53 11 04,sub-program,,NA,2016
53 11 05,sub-program,,NA,2016
53 11 06,sub-program,,NA,2016
53 11 07,sub-program,,NA,2016
54 00,spending agency,სსიპ - ვეტერანების საქმეთა სახელმწიფო სამსახური,1,2016
55 00,spending agency,სსიპ - რელიგიის საკითხთა სახელმწიფო სააგენტო,8,2016
56 00,spending agency,სსიპ – საქართველოს ფინანსური მონიტორინგის სამსახური,5,2016
57 00,spending agency,ა(ა)იპ - საქართველოს სოლიდარობის ფონდი,1,2016
58 00,spending agency,სსიპ -განათლების საერთაშორისო ცენტრი,4,2016
58 01,program,,NA,2016
58 02,program,,NA,2016
58 03,program,,NA,2016
58 04,program,,NA,2016
58 04 01,sub-program,,NA,2016
58 04 01 01,sub-sub-program,,NA,2016
58 04 01 02,sub-sub-program,,NA,2016
58 04 02,sub-program,,NA,2016
58 05,program,,NA,2016
58 06,program,,NA,2016
58 07,program,,NA,2016
58 08,program,,NA,2016
58 09,program,,NA,2016
58 10,program,,NA,2016
58 10 01,sub-program,,NA,2016
58 10 02,sub-program,,NA,2016
58 10 03,sub-program,,NA,2016
58 10 04,sub-program,,NA,2016
58 10 05,sub-program,,NA,2016
58 10 06,sub-program,,NA,2016
58 10 07,sub-program,,NA,2016
58 11,program,,NA,2016
59 00,spending agency,საქართველოს სახელმწიფო უსაფრთხოებისა და კრიზისების მართვის საბჭოს აპარატი,NA,2016
60 00,spending agency,საქართველოს სახელმწიფო უსაფრთხოების სამსახური,2,2016
60 01,program,,NA,2016
60 02,program,,NA,2016
60 03,program,,NA,2016
60 04,program,,NA,2016
60 04 01,sub-program,,NA,2016
60 04 01 01,sub-sub-program,,NA,2016
60 04 02,sub-program,,NA,2016
60 05,program,,NA,2016
60 06,program,,NA,2016
60 07,program,,NA,2016
60 08,program,,NA,2016
60 09,program,,NA,2016
60 10,program,,NA,2016
60 12,program,,NA,2016
60 13,program,,NA,2016
61 00,spending agency,სსიპ - სახელმწიფო ენის დეპარტამენტი,6,2016
62 00,spending agency,საერთო სახელმწიფოებრივი მნიშვნელობის გადასახდელები,NA,2016
62 01,program,საგარეო სახელმწიფო ვალდებულებების მომსახურება და დაფარვა,NA,2016
62 02,program,საშინაო სახელმწიფო ვალდებულებების მომსახურება და დაფარვა,NA,2016
62 03,program,საერთაშორისო საფინანსო ორგანიზაციებთან თანამშრომლობიდან გამომდინარე ვალდებულებები,NA,2016
62 04,program,ავტონომიური რესპუბლიკებისა და ადგილობრივი თვითმმართველი ერთეულებისათვის გადასაცემი ტრანსფერები,NA,2016
62 04 01,sub-program,ავტონომიური რესპუბლიკებისათვის გადასაცემი ტრანსფერები,NA,2016
62 04 01 01,sub-sub-program,აფხაზეთის ავტონომიური რესპუბლიკისათვის გადასაცემი ტრანსფერი,NA,2016
62 04 01 02,sub-sub-program,აჭარის ავტონომიური რესპუბლიკისათვის გადასაცემი ტრანსფერი,NA,2016
62 04 02,sub-program,ადგილობრივი თვითმმართველი ერთეულებისათვის გადასაცემი ტრანსფერები,NA,2016
62 05,program,საქართველოს პრეზიდენტის სარეზერვო ფონდი,NA,2016
62 06,program,საქართველოს მთავრობის სარეზერვო ფონდი,NA,2016
62 07,program,წინა წლებში წარმოქმნილი დავალიანების დაფარვისა და სასამართლო გადაწყვეტილებების აღსრულების ფონდი,NA,2016
62 08,program,საქართველოს რეგიონებში განსახორციელებელი პროექტების ფონდი,NA,2016
62 09,program,მაღალმთიანი დასახლებების განვითარების ფონდი,NA,2016
62 10,program,საქართველოს სახელმწიფო ჯილდოებისათვის დაწესებული ერთდროული ფულადი პრემიების გაცემის ფინანსური უზრუნველყოფა,NA,2016
62 11,program,საერთაშორისო ორგანიზაციებთან არსებული ხელშეკრულებების ფარგლებში ქართული მხარის ვალდებულებების დაფარვა,NA,2016
62 12,program,დონორების მიერ დაფინანსებული საერთო სახელმწიფოებრივი გადასახდელები,NA,2016
62 12 01,sub-program,"ორმხრივი, რეგიონალური და რეგიონთაშორისი პროექტები (GIZ)",NA,2016
62 12 02,sub-program,KfW-ის ადგილობრივი ოფისის საოპერაციო ხარჯების თანადაფინანსება (KfW),NA,2016
62 12 03,sub-program,აჭარის მყარი ნარჩენების პროექტი (EBRD),NA,2016
62 12 04,sub-program,"ბათუმში კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია (III ფაზა) (EU, KfW)",NA,2016
62 12 06,sub-program,ბათუმში კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია (II ფაზა) (KfW),NA,2016
62 12 07,sub-program,ხელვაჩაურის მუნიციპალიტეტის კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია (KfW),NA,2016
62 12 09,sub-program,KfW - ბათუმში კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია - IV ფაზა (KfW),NA,2016
62 12 10,sub-program,თბილისის ავტობუსების პროექტი (EBRD),NA,2016
63 00,spending agency,,NA,2016
64 00,spending agency,სსიპ - საქართველოს ინტელექტუალური საკუთრების ეროვნული ცენტრი - „საქპატენტი“,4,2016
64 01,program,სსიპ - საქართველოს ინტელექტუალური საკუთრების ეროვნული ცენტრი - „საქპატენტი“,NA,2016
65 00,spending agency,,NA,2016
00,,,NA,2017
01 00,spending agency,საქართველოს პარლამენტი და მასთან არსებული ორგანიზაციები,NA,2017
01 01,program,საკანონმდებლო საქმიანობა,6,2017
01 02,program,საბიბლიოთეკო საქმიანობა,4,2017
01 03,program,ჰერალდიკური საქმიანობის სახელმწიფო რეგულირება,4,2017
01 04,program,,NA,2017
02 00,spending agency,საქართველოს პრეზიდენტის ადმინისტრაცია,6,2017
02 01,program,,NA,2017
02 02,program,,NA,2017
03 00,spending agency,საქართველოს ეროვნული უშიშროების საბჭოს აპარატი,NA,2017
03 01,program,საქართველოს ეროვნული უშიშროების საბჭოს აპარატი,2,2017
03 02,program,,NA,2017
04 00,spending agency,საქართველოს მთავრობის ადმინისტრაცია,6,2017
05 00,spending agency,სახელმწიფო აუდიტის სამსახური,NA,2017
05 01,program,სახელმწიფო აუდიტის სამსახურის აპარატი,6,2017
05 02,program,,NA,2017
06 00,spending agency,საქართველოს ცენტრალური საარჩევნო კომისია,NA,2017
06 01,program,საარჩევნო გარემოს განვითარება,6,2017
06 02,program,არჩევნების ჩატარების ღონისძიებები,6,2017
06 03,program,საარჩევნო ინსტიტუციის განვითარების და სამოქალაქო განათლების ხელშეწყობა,6,2017
06 04,program,პოლიტიკური პარტიებისა და არასამთავრობო სექტორის დაფინანსება,6,2017
06 06,program,,NA,2017
07 00,spending agency,საქართველოს საკონსტიტუციო სასამართლო,11,2017
08 00,spending agency,საქართველოს უზენაესი სასამართლო,11,2017
08 01,program,,NA,2017
09 00,spending agency,საერთო სასამართლოები,NA,2017
09 01,program,საერთო სასამართლოების სისტემის განვითარება და ხელშეწყობა,11,2017
09 02,program,მოსამართლეებისა და სასამართლოს თანამშრომლების მომზადება-გადამზადება,4,2017
10 00,spending agency,საქართველოს იუსტიციის უმაღლესი საბჭო,11,2017
11 00,spending agency,"სახელმწიფო რწმუნებულის - გუბერნატორის ადმინისტრაცია აბაშის, ზუგდიდის, მარტვილის, მესტიის, სენაკის, ჩხოროწყუს, წალენჯიხის, ხობის მუნიციპალიტეტებსა და ქალაქ ფოთსა და ქალაქ ზუგდიდის მუნიციპალიტეტებში",6,2017
12 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ლანჩხუთის, ოზურგეთის, ჩოხატაურის მუნიციპალიტეტებსა და ქალაქ ოზურგეთის მუნიციპალიტეტში",6,2017
13 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის  ადმინისტრაცია ბაღდათის, ვანის, ზესტაფონის, თერჯოლის, სამტრედიის, საჩხერის, ტყიბულის, წყალტუბოს, ჭიათურის, ხარაგაულის, ხონის მუნიციპალიტეტებსა და ქალაქ ქუთაისის მუნიციპალიტეტში",6,2017
14 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ახმეტის, გურჯაანის, დედოფლისწყაროს, თელავის, ლაგოდეხის, საგარეჯოს, სიღნაღის, ყვარლის მუნიციპალიტეტებსა და ქალაქ თელავის მუნიციპალიტეტში",6,2017
15 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია დუშეთის, თიანეთის, მცხეთის, ყაზბეგის მუნიციპალიტეტებსა და ქალაქ მცხეთის მუნიციპალიტეტში",6,2017
16 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ამბროლაურის, ლენტეხის, ონის, ცაგერის მუნიციპალიტეტებსა და ქალაქ ამბროლაურის მუნიციპალიტეტში",6,2017
17 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ადიგენის, ასპინძის, ახალციხის, ახალქალაქის, ბორჯომის, ნინოწმინდის მუნიციპალიტეტებსა და ქალაქ ახალციხის მუნიციპალიტეტში",6,2017
18 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ბოლნისის, გარდაბნის, დმანისის, თეთრი წყაროს, მარნეულის, წალკის მუნიციპალიტეტებსა და ქალაქ რუსთავის მუნიციპალიტეტში",6,2017
