code,type,name,priority,year
05 02,program,სსიპ - საჯარო აუდიტის ინსტიტუტი,,2016
06 00,spending agency,საქართველოს ცენტრალური საარჩევნო კომისია,,2016
06 01,program,საარჩევნო გარემოს განვითარება,,2016
06 02,program,არჩევნების ჩატარების ღონისძიებები,,2016
06 03,program,საარჩევნო ინსტიტუციის განვითარების და სამოქალაქო განათლების ხელშეწყობა,,2016
06 04,program,პოლიტიკური პარტიებისა და არასამთავრობო სექტორის დაფინანსება,,2016
06 06,program,,,2016
07 00,spending agency,საქართველოს საკონსტიტუციო სასამართლო,,2016
08 00,spending agency,საქართველოს უზენაესი სასამართლო,,2016
08 01,program,,,2016
09 00,spending agency,საერთო სასამართლოები,,2016
09 01,program,საერთო სასამართლოების სისტემის განვითარება და ხელშეწყობა,,2016
09 02,program,მოსამართლეებისა და სასამართლოს თანამშრომლების მომზადება-გადამზადება,,2016
10 00,spending agency,საქართველოს იუსტიციის უმაღლესი საბჭო,,2016
11 00,spending agency,"სახელმწიფო რწმუნებულის - გუბერნატორის ადმინისტრაცია აბაშის, ზუგდიდის, მარტვილის, მესტიის, სენაკის, ჩხოროწყუს, წალენჯიხის, ხობის მუნიციპალიტეტებსა და ქალაქ ფოთსა და ქალაქ ზუგდიდის მუნიციპალიტეტებში",,2016
12 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ლანჩხუთის, ოზურგეთის, ჩოხატაურის მუნიციპალიტეტებსა და ქალაქ ოზურგეთის მუნიციპალიტეტში",,2016
13 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის  ადმინისტრაცია ბაღდათის, ვანის, ზესტაფონის, თერჯოლის, სამტრედიის, საჩხერის, ტყიბულის, წყალტუბოს, ჭიათურის, ხარაგაულის, ხონის მუნიციპალიტეტებსა და ქალაქ ქუთაისის მუნიციპალიტეტში",,2016
14 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ახმეტის, გურჯაანის, დედოფლისწყაროს, თელავის, ლაგოდეხის, საგარეჯოს, სიღნაღის, ყვარლის მუნიციპალიტეტებსა და ქალაქ თელავის მუნიციპალიტეტში",,2016
15 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია დუშეთის, თიანეთის, მცხეთის, ყაზბეგის მუნიციპალიტეტებსა და ქალაქ მცხეთის მუნიციპალიტეტში",,2016
16 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ამბროლაურის, ლენტეხის, ონის, ცაგერის მუნიციპალიტეტებსა და ქალაქ ამბროლაურის მუნიციპალიტეტში",,2016
17 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ადიგენის, ასპინძის, ახალციხის, ახალქალაქის, ბორჯომის, ნინოწმინდის მუნიციპალიტეტებსა და ქალაქ ახალციხის მუნიციპალიტეტში",,2016
18 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ბოლნისის, გარდაბნის, დმანისის, თეთრი წყაროს, მარნეულის, წალკის მუნიციპალიტეტებსა და ქალაქ რუსთავის მუნიციპალიტეტში",,2016
19 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია გორის, კასპის, ქარელის, ხაშურის მუნიციპალიტეტებსა და ქალაქ გორის მუნიციპალიტეტში",,2016
20 00,spending agency,ევროპულ და ევროატლანტიკურ სტრუქტურებში ინტეგრაციის საკითხებში საქართველოს სახელმწიფო მინისტრის აპარატი,,2016
21 00,spending agency,დიასპორის საკითხებში საქართველოს სახელმწიფო მინისტრის აპარატი,,2016
22 00,spending agency,შერიგებისა და სამოქალაქო თანასწორობის საკითხებში საქართველოს სახელმწიფო მინისტრის აპარატი,,2016
23 00,spending agency,საქართველოს ფინანსთა სამინისტრო,,2016
23 01,program,სახელმწიფო ფინანსების მართვა,,2016
23 02,program,შემოსავლების მობილიზება და გადამხდელთა მომსახურების გაუმჯობესება,,2016
23 03,program,ეკონომიკური დანაშაულის პრევენცია,,2016
23 04,program,ფინანსების მართვის ელექტრონული და ანალიტიკური უზრუნველყოფა,,2016
23 05,program,საფინანსო სექტორში დასაქმებულთა კვალიფიკაციის ამაღლება,,2016
24 00,spending agency,საქართველოს ეკონომიკისა და მდგრადი განვითარების სამინისტრო,,2016
24 01,program,"ეკონომიკური და სექტორული (ტრანსპორტი, მშენებლობა) პოლიტიკა და მისი განხორციელების კოორდინაცია",,2016
24 01 01,sub-program,ეკონომიკური პოლიტიკის შემუშავება და განხორციელება,,2016
24 01 01,sub-program,,,2016
24 01 01,sub-program,,,2016
24 01 01,sub-program,,,2016
24 01 01,sub-program,,,2016
24 01 02,sub-program,სახელმწიფო ქონების მართვა,,2016
24 01 03,sub-program,მეწარმეობის განვითარება,,2016
24 01 04,sub-program,საქართველოში ინოვაციებისა და ტექნოლოგიების განვითარება,,2016
24 01 05,sub-program,,,2016
24 02,program,ტექნიკური და სამშენებლო სფეროს რეგულირება,,2016
24 03,program,სტანდარტიზაციისა და მეტროლოგიის სფეროს განვითარება,,2016
24 04,program,აკრედიტაციის პროცესის მართვა და განვითარება,,2016
24 05,program,ტურიზმის განვითარების ხელშეწყობა,,2016
24 06,program,"საქართველოს მიერ საერთაშორისო ხელშეკრულებებით ნაკისრი ვალდებულებების ფარგლებში საქართველოს აეროპორტებში ""გათავისუფლებული ფრენების"" მომსახურების ხარჯების ანაზღაურება (მათ შორის, წინა წლებში წარმოქმნილი დავალიანებების დაფარვა)",,2016
24 07,program,ბაქო - თბილისი - ყარსის სარკინიგზო მაგისტრალის მშენებლობისათვის მარაბდა - ახალქალაქი - კარწახის მონაკვეთზე კერძო საკუთრებაში არსებული მიწების გამოსყიდვა- კომპენსაცია,,2016
24 08,program,ინოვაციური ეკოსისტემის განვითარება (IBRD),,2016
24 09,program,,,2016
24 10,program,სსიპ - სასწავლო უნივერსიტეტი - ბათუმის სახელმწიფო საზღვაო აკადემია,,2016
25 00,spending agency,საქართველოს რეგიონული განვითარებისა და ინფრასტრუქტურის სამინისტრო,,2016
25 01,program,რეგიონებისა და ინფრასტრუქტურის განვითარების პოლიტიკის შემუშავება და მართვა,,2016
25 01 01,sub-program,,,2016
25 01 01,sub-program,,,2016
25 01 01,sub-program,,,2016
25 01 01,sub-program,,,2016
25 01 01,sub-program,,,2016
25 01 01,sub-program,,,2016
25 02,program,საგზაო ინფრასტრუქტურის გაუმჯობესების ღონისძიებები,,2016
25 02 01,sub-program,საავტომობილო გზების პროგრამების მართვა,,2016
25 02 02,sub-program,გზების მშენებლობა და მოვლა-შენახვა,,2016
25 02 03,sub-program,ჩქაროსნული ავტომაგისტრალების მშენებლობა,,2016
25 03,program,რეგიონული და მუნიციპალური ინფრასტრუქტურის რეაბილიტაცია,,2016
25 04,program,წყალმომარაგების ინფრასტრუქტურის აღდგენა-რეაბილიტაცია,,2016
25 05,program,იძულებით გადაადგილებული პირების მხარდაჭერა,,2016
25 06,program,,,2016
26 00,spending agency,საქართველოს იუსტიციის სამინისტრო,,2016
26 01,program,"სამართალშემოქმედებისა და ქვეყნის ინტერესების სამართლებრივი მხარდაჭერის მიზნით სახელმწიფო პოლიტიკის შემუშავება და მართვა, მათ შორის, სისხლის სამართლის სისტემის რეფორმის განხორციელება",,2016
26 02,program,"გამოძიებაზე ზედამხედველობის, სახელმწიფო ბრალდების მხარდაჭერის, დანაშაულის წინააღმდეგ ბრძოლისა და პრევენციის პროგრამა",,2016
26 03,program,"ეროვნული საარქივო ფონდის დაცულობის, მომსახურების თანამედროვე ტექნოლოგიების დანერგვის და დოკუმენტების ხელმისაწვდომობის უზრუნველყოფა",,2016
26 04,program,საქართველოს იუსტიციის სამინისტროს სისტემის თანამშრომელთა გადამზადება და სასწავლო ცენტრის განვითარება,,2016
26 05,program,ელექტრონული მმართველობის განვითარება,,2016
26 06,program,ერთიანი სახელმწიფო საინფორმაციო ტექნოლოგიების მხარდაჭერის განვითარება,,2016
26 07,program,დანაშაულის პრევენცია და ინოვაციური პროგრამები,,2016
26 08,program,სახელმწიფო სერვისების განვითარების სააგენტოს მომსახურებათა განვითარება და ხელმისაწვდომობა,,2016
26 09,program,მიწის ბაზრის განვითარება (WB),,2016
26 10,program,იუსტიციის სახლის მომსახურებათა განვითარება და ხელმისაწვდომობა,,2016
26 12,program,საჯარო რეესტრის ეროვნული სააგენტოს მომსახურებათა განვითარება და ხელმისაწვდომობა,,2016
26 14,program,,,2016
27 00,spending agency,საქართველოს სასჯელაღსრულებისა და პრობაციის სამინისტრო,,2016
27 01,program,საერთაშორისო სტანდარტების შესაბამისი პენიტენციური სისტემის ჩამოყალიბება,,2016
27 01 01,sub-program,"პენიტენციური სისტემის პოლიტიკის შემუშავება, მართვა და ბრალდებულ/მსჯავრდებულთა ყოფითი პირობების გაუმჯობესება",,2016
27 01 01,sub-program,,,2016
27 01 01,sub-program,,,2016
27 01 01,sub-program,,,2016
27 01 01,sub-program,,,2016
27 01 01,sub-program,,,2016
27 01 02,sub-program,ბრალდებულთა და მსჯავრდებულთა ეკვივალენტური სამედიცინო მომსახურებით უზრუნველყოფა,,2016
27 01 03,sub-program,პენიტენციური სისტემის ინფრასტრუქტურის გაუმჯობესება,,2016
27 02,program,სრულყოფილი პრობაციის სისტემა,,2016
27 02 01,sub-program,,,2016
27 02 02,sub-program,,,2016
27 02 03,sub-program,,,2016
27 03,program,სასჯელაღსრულებისა და პრობაციის სისტემისათვის თანამშრომელთა მომზადება და პროფესიული განვითარება,,2016
27 04,program,,,2016
28 00,spending agency,საქართველოს საგარეო საქმეთა სამინისტრო,,2016
28 01,program,საგარეო პოლიტიკის განხორციელება,,2016
28 01 01,sub-program,საგარეო პოლიტიკის დაგეგმვა და მართვა,,2016
28 01 01,sub-program,,,2016
28 01 01,sub-program,,,2016
28 01 01,sub-program,,,2016
28 01 01,sub-program,,,2016
28 01 01,sub-program,,,2016
28 01 01,sub-program,,,2016
28 01 01 01,sub-sub-program,,,2016
28 01 01 02,sub-sub-program,,,2016
28 01 02,sub-program,საერთაშორისო ორგანიზაციებში არსებული ფინანსური ვალდებულებების უზრუნველყოფა,,2016
28 01 03,sub-program,საერთაშორისო ხელშეკრულებების და სხვა დოკუმენტების თარგმნა და დამოწმება,,2016
28 02,program,მოხელეთა კვალიფიკაციის ამაღლება საერთაშორისო ურთიერთობების დარგში,,2016
29 00,spending agency,საქართველოს თავდაცვის სამინისტრო,,2016
29 01,program,შეიარაღებული ძალების საბრძოლო მზადყოფნის შენარჩუნების მხარდაჭერა და შესაძლებლობების განვითარება,,2016
29 02,program,სამხედრო წვრთნა და განათლება,,2016
29 03,program,სოციალური და სამედიცინო უზრუნველყოფა,,2016
29 04,program,"მართვის, კონტროლის, კავშირგაბმულობის და კომპიუტერული სისტემები",,2016
29 05,program,ინფრასტრუქტურის განვითარება,,2016
29 06,program,საერთაშორისო თანამშრომლობა,,2016
29 07,program,სამეცნიერო კვლევების ხელშეწყობა,,2016
29 08,program,საქართველოს შეიარაღებული ძალების შესაძლებლობის გაძლიერება (SG),,2016
30 00,spending agency,საქართველოს შინაგან საქმეთა სამინისტრო,,2016
30 01,program,"საზოგადოებრივი წესრიგი, სახელმწიფო საზღვრის დაცვა და საერთაშორისო თანამშრომლობის განვითარება/გაღრმავება",,2016
30 02,program,"ეროვნული საგანძურის, დიპლომატიური წარმომადგენლობებისა და საპატრიარქოს დაცვის უსაფრთხოების დონის ამაღლება",,2016
30 03,program,"სამართალდამცავი სრუქტურებისათვის მაღალკვალიფიციური კადრების მომზადება, გადამზადება, საარქივო ფონდების დიგიტალიზაცია, სამეცნიერო - კვლევითი საქმიანობა და მოქალაქეთა მომსახურება",,2016
30 04,program,შინაგან საქმეთა სამინისტროს სისტემის მოსამსახურეთა ჯანმრთელობის დაცვის მომსახურებით უზრუნველყოფა,,2016
30 05,program,სახელმწიფო მატერიალური რეზერვების შექმნა და მართვა,,2016
30 06,program,სამოქალაქო უსაფრთხოების დონის ამაღლება,,2016
31 00,spending agency,საქართველოს დაზვერვის სამსახური,,2016
32 00,spending agency,საქართველოს განათლებისა და მეცნიერების სამინისტრო,,2016
32 01,program,განათლებისა და მეცნიერების სფეროში სახელმწიფო პოლიტიკის შემუშავება და პროგრამების მართვა,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 01 01,sub-program,,,2016
32 02,program,ზოგადი განათლება,,2016
32 02 01,sub-program,ზოგადსაგანმანათლებლო სკოლების დაფინანსება,,2016
32 02 02,sub-program,მასწავლებელთა პროფესიული განვითარების ხელშეწყობა,,2016
32 02 03,sub-program,უსაფრთხო საგანმანათლებლო გარემოს უზრუნველყოფა,,2016
32 02 04,sub-program,წარმატებულ მოსწავლეთა წახალისება,,2016
32 02 05,sub-program,განსაკუთრებული საჭიროების მქონე ბავშვების საგანმანათლებლო და საცხოვრებელი პირობებით უზრუნველყოფა და ინკლუზიური განათლების განვითარება,,2016
32 02 06,sub-program,მოსწავლეების სახელმძღვანელოებით უზრუნველყოფა,,2016
32 02 07,sub-program,საზაფხულო სკოლები,,2016
32 02 08,sub-program,ოკუპირებული რეგიონების პედაგოგებისა და ადმინისტრაციულ-ტექნიკური პერსონალის ფინანსური დახმარება,,2016
32 02 09,sub-program,ბრალდებული და მსჯავრდებული პირებისათვის განათლების მიღების ხელმისაწვდომობა,,2016
32 02 10,sub-program,ეროვნული სასწავლო გეგმების დანერგვა და მონიტორინგი,,2016
32 02 11,sub-program,საჯარო სკოლის მოსწავლეების ტრანსპორტით უზრუნველყოფა,,2016
32 02 12,sub-program,ზოგადი განათლების ხელშეწყობა,,2016
32 03,program,პროფესიული განათლება,,2016
32 03 01,sub-program,პროფესიული განათლების განვითარების ხელშეწყობა,,2016
32 03 02,sub-program,ეროვნული უმცირესობების პროფესიული გადამზადება,,2016
32 03 03,sub-program,განათლების მართვის საინფორმაციო სისტემა,,2016
32 04,program,უმაღლესი განათლება,,2016
32 04 01,sub-program,გამოცდების ორგანიზება,,2016
32 04 02,sub-program,"სახელმწიფო სასწავლო, სამაგისტრო გრანტები და ახალგაზრდების წახალისება",,2016
32 04 02 01,sub-sub-program,,,2016
32 04 02 02,sub-sub-program,,,2016
32 04 02 03,sub-sub-program,,,2016
32 04 02 04,sub-sub-program,,,2016
32 04 02 05,sub-sub-program,,,2016
32 04 02 05 01,sub-sub-sub-program,,,2016
32 04 03,sub-program,უმაღლესი განათლების ხარისხის განვითარების ხელშეწყობა,,2016
32 04 03 01,sub-sub-program,,,2016
32 04 03 02,sub-sub-program,,,2016
32 04 03 03,sub-sub-program,,,2016
32 04 03 04,sub-sub-program,,,2016
32 04 03 05,sub-sub-program,,,2016
32 04 04,sub-program,უმაღლესი განათლების ხელშეწყობა,,2016
32 04 05,sub-program,უმაღლესი საგანმანათლებლო დაწესებულებების ხელშეწყობა,,2016
32 05,program,მეცნიერებისა და სამეცნიერო კვლევების ხელშეწყობა,,2016
32 05 01,sub-program,სამეცნიერო გრანტების გაცემისა და სამეცნიერო კვლევების ხელშეწყობა,,2016
32 05 02,sub-program,სამეცნიერო დაწესებულებების პროგრამები,,2016
32 05 02 01,sub-sub-program,,,2016
32 05 02 02,sub-sub-program,,,2016
32 05 02 03,sub-sub-program,,,2016
32 05 02 04,sub-sub-program,,,2016
32 05 03,sub-program,მეცნიერებათა ეროვნული აკადემიის პროგრამების ხელშეწყობა,,2016
32 05 04,sub-program,სოფლის მეურნეობის დარგში მეცნიერთა ხელშეწყობა,,2016
32 05 05,sub-program,მეცნიერების აღდგენა და განვითარება,,2016
32 06,program,საგანმანათლებლო და სამეცნიერო დაწესებულებათა ინფრასტრუქტურის განვითარება,,2016
32 06 01,sub-program,საგანმანათლებლო დაწესებულებებისა და მოსწავლეების/სტუდენტების ინფორმაციულ-საკომუნიკაციო ტექნოლოგიებით უზრუნველყოფა,,2016
32 06 02,sub-program,საგანმანათლებლო და სამეცნიერო დაწესებულებათა ინფრასტრუქტურის განვითარება,,2016
32 06 02 01,sub-sub-program,ზოგადსაგანმანათლებლო დაწესებულებების ინფრასტრუქტურის განვითარება,,2016
32 06 02 02,sub-sub-program,პროფესიული საგანანმანათლებლო დაწესებულებების ინფრასტრუქტურის განვითარება,,2016
32 06 02 03,sub-sub-program,უმაღლესი და  სამეცნიერო დაწესებულებების ინფრასტრუქტურის განვითარება,,2016
32 06 02 04,sub-sub-program,სამინისტროს სისტემაში შემავალი საჯარო სამართლის იურიდიული პირებისა და ტერიტორიული ორგანოების  ინფრასტრუქტურის განვითარება,,2016
32 07,program,ათასწლეულის გამოწვევა საქართველოს,,2016
33 00,spending agency,საქართველოს კულტურისა და ძეგლთა დაცვის სამინისტრო,,2016
33 01,program,კულტურისა და ძეგლთა დაცვის სფეროში პოლიტიკის შემუშავება და პროგრამების მართვა,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 01 01,sub-program,,,2016
33 02,program,ხელოვნების დარგების განვითარების ხელშეწყობა და პოპულარიზაცია საქართველოში და მის ფარგლებს გარეთ,,2016
33 03,program,სახელოვნებო განათლების სისტემის ხელშეწყობა,,2016
33 04,program,კულტურული მემკვიდრეობის დაცვა და სამუზეუმო სისტემის სრულყოფა,,2016
33 04 01,sub-program,მუზეუმების ხელშეწყობა,,2016
33 04 02,sub-program,კულტურული მემკვიდრეობის დაცვა,,2016
33 05,program,,,2016
33 05 01,sub-program,,,2016
33 05 02,sub-program,,,2016
34 00,spending agency,"საქართველოს ოკუპირებული ტერიტორიებიდან იძულებით  გადაადგილებულ პირთა, განსახლებისა და ლტოლვილთა სამინისტრო",,2016
34 01,program,იძულებით გადაადგილებულ პირთა და მიგრანტთა ხელშეწყობის მიზნით სახელმწიფო პოლიტიკის შემუშავება და პროგრამების მართვა,,2016
34 02,program,განსახლების ადგილებში დევნილთა შენახვა და მათი საცხოვრებელი პირობების გაუმჯობესება,,2016
34 03,program,დევნილთა საარსებო წყაროებით უზრუნველყოფა,,2016
35 00,spending agency,"საქართველოს შრომის, ჯანმრთელობისა და სოციალური დაცვის სამინისტრო",,2016
35 01,program,"შრომის, ჯანმრთელობისა და სოციალური დაცვის პროგრამების მართვა",,2016
35 01 01,sub-program,"შრომის, ჯანმრთელობისა და სოციალური დაცვის სფეროში პოლიტიკის შემუშავება და მართვა",,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 01,sub-program,,,2016
35 01 02,sub-program,სამედიცინო საქმიანობის რეგულირების პროგრამა,,2016
35 01 03,sub-program,დაავადებათა კონტროლისა და ეპიდემიოლოგიური უსაფრთხოების პროგრამის მართვა,,2016
35 01 04,sub-program,სოციალური და ჯანმრთელობის დაცვის პროგრამების მართვა,,2016
35 01 05,sub-program,"სახელმწიფო ზრუნვის, ადამიანით ვაჭრობის (ტრეფიკინგის) მსხვერპლთა დაცვა და დახმარების პროგრამა",,2016
35 01 06,sub-program,სასწრაფო სამედიცინო დახმარების მართვის პროგრამა,,2016
35 01 07,sub-program,,,2016
35 01 08,sub-program,,,2016
35 02,program,მოსახლეობის სოციალური დაცვა,,2016
35 02 01,sub-program,მოსახლეობის საპენსიო უზრუნველყოფა,,2016
35 02 02,sub-program,მოსახლეობის მიზნობრივი ჯგუფების სოციალური დახმარება,,2016
35 02 03,sub-program,სოციალური რეაბილიტაცია და ბავშვზე ზრუნვა,,2016
35 03,program,მოსახლეობის ჯანმრთელობის დაცვა,,2016
35 03 01,sub-program,მოსახლეობის საყოველთაო ჯანმრთელობის დაცვა,,2016
35 03 02,sub-program,საზოგადოებრივი ჯანმრთელობის დაცვა,,2016
35 03 02 01,sub-sub-program,დაავადებათა ადრეული გამოვლენა და სკრინინგი,,2016
35 03 02 02,sub-sub-program,იმუნიზაცია,,2016
35 03 02 03,sub-sub-program,ეპიდზედამხედველობა,,2016
35 03 02 04,sub-sub-program,უსაფრთხო სისხლი,,2016
35 03 02 05,sub-sub-program,პროფესიულ დაავადებათა პრევენცია,,2016
35 03 02 06,sub-sub-program,ინფექციური დაავადებების მართვა,,2016
35 03 02 07,sub-sub-program,ტუბერკულოზის მართვა,,2016
35 03 02 08,sub-sub-program,აივ ინფექცია/შიდსის მართვა,,2016
35 03 02 09,sub-sub-program,დედათა და ბავშვთა ჯანმრთელობა,,2016
35 03 02 10,sub-sub-program,ნარკომანიით დაავადებულ პაციენტთა მკურნალობა,,2016
35 03 02 11,sub-sub-program,ჯანმრთელობის ხელშეწყობა,,2016
35 03 02 12,sub-sub-program,C ჰეპატიტის მართვა,,2016
35 03 03,sub-program,მოსახლეობისათვის სამედიცინო მომსახურების მიწოდება პრიორიტეტულ სფეროებში,,2016
35 03 03 01,sub-sub-program,ფსიქიკური ჯანმრთელობა,,2016
35 03 03 02,sub-sub-program,დიაბეტის მართვა,,2016
35 03 03 03,sub-sub-program,ბავშვთა ონკოჰემატოლოგიური მომსახურება,,2016
35 03 03 04,sub-sub-program,დიალიზი და თირკმლის ტრანსპლანტაცია,,2016
35 03 03 05,sub-sub-program,ინკურაბელურ პაციენტთა პალიატიური მზრუნველობა,,2016
35 03 03 06,sub-sub-program,იშვიათი დაავადებების მქონე და მუდმივ ჩანაცვლებით მკურნალობას დაქვემდებარებულ პაციენტთა მკურნალობა,,2016
35 03 03 07,sub-sub-program,სასწრაფო გადაუდებელი დახმარება და სამედიცინო ტრანსპორტირება,,2016
35 03 03 08,sub-sub-program,სოფლის ექიმი,,2016
35 03 03 09,sub-sub-program,რეფერალური მომსახურება,,2016
35 03 03 10,sub-sub-program,სამხედრო ძალებში გასაწვევ მოქალაქეთა სამედიცინო შემოწმება,,2016
35 03 03 11,sub-sub-program,,,2016
35 03 03 12,sub-sub-program,,,2016
35 03 03 13,sub-sub-program,,,2016
35 03 03 14,sub-sub-program,,,2016
35 03 03 15,sub-sub-program,,,2016
35 03 03 16,sub-sub-program,,,2016
35 03 03 17,sub-sub-program,,,2016
35 03 03 18,sub-sub-program,,,2016
35 03 03 19,sub-sub-program,,,2016
35 03 03 21,sub-sub-program,,,2016
35 03 04,sub-program,დიპლომისშემდგომი სამედიცინო განათლება,,2016
35 03 04 01,sub-sub-program,,,2016
35 03 04 02,sub-sub-program,,,2016
35 03 04 03,sub-sub-program,,,2016
35 03 04 04,sub-sub-program,,,2016
35 03 04 05,sub-sub-program,,,2016
35 03 04 06,sub-sub-program,,,2016
35 03 04 07,sub-sub-program,,,2016
35 03 04 08,sub-sub-program,,,2016
35 03 04 09,sub-sub-program,,,2016
35 03 04 10,sub-sub-program,,,2016
35 03 05,sub-program,,,2016
35 03 06,sub-program,,,2016
35 03 07,sub-program,ტუბერკულოზთან ბრძოლის რეგიონალური პროგრამა (II ფაზა) (KfW),,2016
35 04,program,სამედიცინო დაწესებულებათა რეაბილიტაცია და აღჭურვა,,2016
35 05,program,შრომისა და დასაქმების სისტემის რეფორმების პროგრამა,,2016
35 05 01,sub-program,,,2016
36 00,spending agency,საქართველოს ენერგეტიკის სამინისტრო,,2016
36 01,program,ენერგეტიკის სფეროში პოლიტიკის შემუშავება და მართვა,,2016
36 01 01,sub-program,ენერგეტიკის სფეროში პოლიტიკის განხორციელება,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 01,sub-program,,,2016
36 01 02,sub-program,მოსახლეობის ელექტროენერგიითა და ბუნებრივი აირით მომარაგების გაუმჯობესება,,2016
36 01 03,sub-program,ყაზბეგის მუნიციპალიტეტისა და დუშეთის მუნიციპალიტეტის მაღალმთიანი სოფლების მოსახლეობისათვის მიწოდებული ბუნებრივი აირის ღირებულების ანაზღაურების ღონისძიება,,2016
36 02,program,ენერგეტიკული ინფრასტრუქტურის მშენებლობა-რეაბილიტაცია,,2016
36 02 03 01,sub-sub-program,,,2016
36 03,program,სასისტემო მნიშვნელობის ელექტროგადამცემი ქსელის განვითარება,,2016
36 03 01,sub-program,,,2016
36 03 02,sub-program,,,2016
36 03 03,sub-program,,,2016
36 04,program,,,2016
36 04 01,sub-program,,,2016
36 04 02,sub-program,,,2016
36 04 03,sub-program,,,2016
36 04 04,sub-program,,,2016
36 06,program,,,2016
37 00,spending agency,საქართველოს სოფლის მეურნეობის სამინისტრო,,2016
37 01,program,სოფლის მეურნეობის განვითარების პროგრამა,,2016
37 01 01,sub-program,სოფლის მეურნეობის განვითარების პოლიტიკის შემუშავება და მართვა,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 01,sub-program,,,2016
37 01 02,sub-program,სოფლის მეურნეობის განვითარების პროგრამის მართვა და ადმინისტრირება რეგიონებში,,2016
37 01 03,sub-program,სამელიორაციო სისტემების მოდერნიზაცია,,2016
37 01 04,sub-program,ქართული აგროსასურსათო პროდუქციის პოპულარიზაცია,,2016
